Cultivo,Metodo,Nutriente,pH_clase,Eficiencia
Cana_azucar,Voleo,Magnesio,Basico,
Cana_azucar,Voleo,Magnesio,Muy basico,
Cana_azucar,Voleo,Azufre,Muy acido,
Cana_azucar,Voleo,Azufre,Acido,
Cana_azucar,Voleo,Azufre,Neutro,
Cana_azucar,Voleo,Azufre,Basico,
Cana_azucar,Voleo,Azufre,Muy basico,
Cafe,Enterrado,Nitrogeno,Muy acido,
Cafe,Enterrado,Nitrogeno,Acido,
Cafe,Enterrado,Nitrogeno,Neutro,
Cafe,Enterrado,Nitrogeno,Basico,
Cafe,Enterrado,Nitrogeno,Muy basico,
Cafe,Enterrado,Fosforo,Muy acido,
Cafe,Enterrado,Fosforo,Acido,
Cafe,Enterrado,Fosforo,Neutro,
Cafe,Enterrado,Fosforo,Basico,
Cafe,Enterrado,Fosforo,Muy basico,
Cafe,Enterrado,Potasio,Muy acido,
Cafe,Enterrado,Potasio,Acido,
Cafe,Enterrado,Potasio,Neutro,
Cafe,Enterrado,Potasio,Basico,
Cafe,Enterrado,Potasio,Muy basico,
Cafe,Enterrado,Calcio,Muy acido,
Cafe,Enterrado,Calcio,Acido,
Cafe,Enterrado,Calcio,Neutro,
Cafe,Enterrado,Calcio,Basico,
Cafe,Enterrado,Calcio,Muy basico,
Cafe,Enterrado,Magnesio,Muy acido,
Cafe,Enterrado,Magnesio,Acido,
Cafe,Enterrado,Magnesio,Neutro,
Cafe,Enterrado,Magnesio,Basico,
Cafe,Enterrado,Magnesio,Muy basico,
Cafe,Enterrado,Azufre,Muy acido,
Cafe,Enterrado,Azufre,Acido,
Cafe,Enterrado,Azufre,Neutro,
Cafe,Enterrado,Azufre,Basico,
Cafe,Enterrado,Azufre,Muy basico,
Cafe,Pateado,Nitrogeno,Muy acido,
Cafe,Pateado,Nitrogeno,Acido,
Cafe,Pateado,Nitrogeno,Neutro,
Cafe,Pateado,Nitrogeno,Basico,
Cafe,Pateado,Nitrogeno,Muy basico,
Cafe,Pateado,Fosforo,Muy acido,
Cafe,Pateado,Fosforo,Acido,
Cafe,Pateado,Fosforo,Neutro,
Cafe,Pateado,Fosforo,Basico,
Cafe,Pateado,Fosforo,Muy basico,
Cafe,Pateado,Potasio,Muy acido,
Cafe,Pateado,Potasio,Acido,
Cafe,Pateado,Potasio,Neutro,
Cafe,Pateado,Potasio,Basico,
Cafe,Pateado,Potasio,Muy basico,
Cafe,Pateado,Calcio,Muy acido,
Cafe,Pateado,Calcio,Acido,
Cafe,Pateado,Calcio,Neutro,
Cafe,Pateado,Calcio,Basico,
Cafe,Pateado,Calcio,Muy basico,
Cafe,Pateado,Magnesio,Muy acido,
Cafe,Pateado,Magnesio,Acido,
Cafe,Pateado,Magnesio,Neutro,
Cafe,Pateado,Magnesio,Basico,
Cafe,Pateado,Magnesio,Muy basico,
Cafe,Pateado,Azufre,Muy acido,
Cafe,Pateado,Azufre,Acido,
Cafe,Pateado,Azufre,Neutro,
Cafe,Pateado,Azufre,Basico,
Cafe,Pateado,Azufre,Muy basico,
Cafe,Voleo,Nitrogeno,Muy acido,
Cafe,Voleo,Nitrogeno,Acido,
Cafe,Voleo,Nitrogeno,Neutro,
Cafe,Voleo,Nitrogeno,Basico,
Cafe,Voleo,Nitrogeno,Muy basico,
Cafe,Voleo,Fosforo,Muy acido,
Cafe,Voleo,Fosforo,Acido,
Cafe,Voleo,Fosforo,Neutro,
Cafe,Voleo,Fosforo,Basico,
Cafe,Voleo,Fosforo,Muy basico,
Cafe,Voleo,Potasio,Muy acido,
Cafe,Voleo,Potasio,Acido,
Cafe,Voleo,Potasio,Neutro,
Cafe,Voleo,Potasio,Basico,
Cafe,Voleo,Potasio,Muy basico,
Cafe,Voleo,Calcio,Muy acido,
Cafe,Voleo,Calcio,Acido,
Cafe,Voleo,Calcio,Neutro,
Cafe,Voleo,Calcio,Basico,
Cafe,Voleo,Calcio,Muy basico,
Cafe,Voleo,Magnesio,Muy acido,
Cafe,Voleo,Magnesio,Acido,
Cafe,Voleo,Magnesio,Neutro,
Cafe,Voleo,Magnesio,Basico,
Cafe,Voleo,Magnesio,Muy basico,
Cafe,Voleo,Azufre,Muy acido,
Cafe,Voleo,Azufre,Acido,
Cafe,Voleo,Azufre,Neutro,
Cafe,Voleo,Azufre,Basico,
Cafe,Voleo,Azufre,Muy basico,
Avena,Enterrado,Nitrogeno,Muy acido,
Avena,Enterrado,Nitrogeno,Acido,
Avena,Enterrado,Nitrogeno,Neutro,
Avena,Enterrado,Nitrogeno,Basico,
Avena,Enterrado,Nitrogeno,Muy basico,
Avena,Enterrado,Fosforo,Muy acido,
Avena,Enterrado,Fosforo,Acido,
Avena,Enterrado,Fosforo,Neutro,
Avena,Enterrado,Fosforo,Basico,
Avena,Enterrado,Fosforo,Muy basico,
Avena,Enterrado,Potasio,Muy acido,
Avena,Enterrado,Potasio,Acido,
Avena,Enterrado,Potasio,Neutro,
Avena,Enterrado,Potasio,Basico,
Avena,Enterrado,Potasio,Muy basico,
Avena,Enterrado,Calcio,Muy acido,
Avena,Enterrado,Calcio,Acido,
Avena,Enterrado,Calcio,Neutro,
Avena,Enterrado,Calcio,Basico,
Avena,Enterrado,Calcio,Muy basico,
Avena,Enterrado,Magnesio,Muy acido,
Avena,Enterrado,Magnesio,Acido,
Avena,Enterrado,Magnesio,Neutro,
Avena,Enterrado,Magnesio,Basico,
Avena,Enterrado,Magnesio,Muy basico,
Avena,Enterrado,Azufre,Muy acido,
Avena,Enterrado,Azufre,Acido,
Avena,Enterrado,Azufre,Neutro,
Avena,Enterrado,Azufre,Basico,
Avena,Enterrado,Azufre,Muy basico,
Avena,Pateado,Nitrogeno,Muy acido,
Avena,Pateado,Nitrogeno,Acido,
Avena,Pateado,Nitrogeno,Neutro,
Avena,Pateado,Nitrogeno,Basico,
Avena,Pateado,Nitrogeno,Muy basico,
Avena,Pateado,Fosforo,Muy acido,
Avena,Pateado,Fosforo,Acido,
Avena,Pateado,Fosforo,Neutro,
Avena,Pateado,Fosforo,Basico,
Avena,Pateado,Fosforo,Muy basico,
Avena,Pateado,Potasio,Muy acido,
Avena,Pateado,Potasio,Acido,
Avena,Pateado,Potasio,Neutro,
Avena,Pateado,Potasio,Basico,
Avena,Pateado,Potasio,Muy basico,
Avena,Pateado,Calcio,Muy acido,
Avena,Pateado,Calcio,Acido,
Avena,Pateado,Calcio,Neutro,
Avena,Pateado,Calcio,Basico,
Avena,Pateado,Calcio,Muy basico,
Avena,Pateado,Magnesio,Muy acido,
Avena,Pateado,Magnesio,Acido,
Avena,Pateado,Magnesio,Neutro,
Avena,Pateado,Magnesio,Basico,
Avena,Pateado,Magnesio,Muy basico,
Avena,Pateado,Azufre,Muy acido,
Avena,Pateado,Azufre,Acido,
Avena,Pateado,Azufre,Neutro,
Avena,Pateado,Azufre,Basico,
Avena,Pateado,Azufre,Muy basico,
Avena,Voleo,Nitrogeno,Muy acido,
Avena,Voleo,Nitrogeno,Acido,
Avena,Voleo,Nitrogeno,Neutro,
Avena,Voleo,Nitrogeno,Basico,
Avena,Voleo,Nitrogeno,Muy basico,
Avena,Voleo,Fosforo,Muy acido,
Avena,Voleo,Fosforo,Acido,
Avena,Voleo,Fosforo,Neutro,
Avena,Voleo,Fosforo,Basico,
Avena,Voleo,Fosforo,Muy basico,
Avena,Voleo,Potasio,Muy acido,
Avena,Voleo,Potasio,Acido,
Avena,Voleo,Potasio,Neutro,
Avena,Voleo,Potasio,Basico,
Avena,Voleo,Potasio,Muy basico,
Avena,Voleo,Calcio,Muy acido,
Avena,Voleo,Calcio,Acido,
Avena,Voleo,Calcio,Neutro,
Avena,Voleo,Calcio,Basico,
Avena,Voleo,Calcio,Muy basico,
Avena,Voleo,Magnesio,Muy acido,
Avena,Voleo,Magnesio,Acido,
Avena,Voleo,Magnesio,Neutro,
Avena,Voleo,Magnesio,Basico,
Avena,Voleo,Magnesio,Muy basico,
Avena,Voleo,Azufre,Muy acido,
Avena,Voleo,Azufre,Acido,
Avena,Voleo,Azufre,Neutro,
Avena,Voleo,Azufre,Basico,
Avena,Voleo,Azufre,Muy basico,
Cebada,Enterrado,Nitrogeno,Muy acido,
Cebada,Enterrado,Nitrogeno,Acido,
Cebada,Enterrado,Nitrogeno,Neutro,
Cebada,Enterrado,Nitrogeno,Basico,
Cebada,Enterrado,Nitrogeno,Muy basico,
Cebada,Enterrado,Fosforo,Muy acido,
Cebada,Enterrado,Fosforo,Acido,
Cebada,Enterrado,Fosforo,Neutro,
Cebada,Enterrado,Fosforo,Basico,
Cebada,Enterrado,Fosforo,Muy basico,
Cebada,Enterrado,Potasio,Muy acido,
Cebada,Enterrado,Potasio,Acido,
Cebada,Enterrado,Potasio,Neutro,
Cebada,Enterrado,Potasio,Basico,
Cebada,Enterrado,Potasio,Muy basico,
Cebada,Enterrado,Calcio,Muy acido,
Cebada,Enterrado,Calcio,Acido,
Cebada,Enterrado,Calcio,Neutro,
Cebada,Enterrado,Calcio,Basico,
Cebada,Enterrado,Calcio,Muy basico,
Cebada,Enterrado,Magnesio,Muy acido,
Cebada,Enterrado,Magnesio,Acido,
Cebada,Enterrado,Magnesio,Neutro,
Cebada,Enterrado,Magnesio,Basico,
Cebada,Enterrado,Magnesio,Muy basico,
Cebada,Enterrado,Azufre,Muy acido,
Cebada,Enterrado,Azufre,Acido,
Cebada,Enterrado,Azufre,Neutro,
Cebada,Enterrado,Azufre,Basico,
Cebada,Enterrado,Azufre,Muy basico,
Cebada,Pateado,Nitrogeno,Muy acido,
Cebada,Pateado,Nitrogeno,Acido,
Cebada,Pateado,Nitrogeno,Neutro,
Cebada,Pateado,Nitrogeno,Basico,
Cebada,Pateado,Nitrogeno,Muy basico,
Cebada,Pateado,Fosforo,Muy acido,
Cebada,Pateado,Fosforo,Acido,
Cebada,Pateado,Fosforo,Neutro,
Cebada,Pateado,Fosforo,Basico,
Cebada,Pateado,Fosforo,Muy basico,
Cebada,Pateado,Potasio,Muy acido,
Cebada,Pateado,Potasio,Acido,
Cebada,Pateado,Potasio,Neutro,
Cebada,Pateado,Potasio,Basico,
Cebada,Pateado,Potasio,Muy basico,
Cebada,Pateado,Calcio,Muy acido,
Cebada,Pateado,Calcio,Acido,
Cebada,Pateado,Calcio,Neutro,
Cebada,Pateado,Calcio,Basico,
Cebada,Pateado,Calcio,Muy basico,
Cebada,Pateado,Magnesio,Muy acido,
Cebada,Pateado,Magnesio,Acido,
Cebada,Pateado,Magnesio,Neutro,
Cebada,Pateado,Magnesio,Basico,
Cebada,Pateado,Magnesio,Muy basico,
Cebada,Pateado,Azufre,Muy acido,
Cebada,Pateado,Azufre,Acido,
Cebada,Pateado,Azufre,Neutro,
Cebada,Pateado,Azufre,Basico,
Cebada,Pateado,Azufre,Muy basico,
Cebada,Voleo,Nitrogeno,Muy acido,
Cebada,Voleo,Nitrogeno,Acido,
Cebada,Voleo,Nitrogeno,Neutro,
Cebada,Voleo,Nitrogeno,Basico,
Cebada,Voleo,Nitrogeno,Muy basico,
Cebada,Voleo,Fosforo,Muy acido,
Cebada,Voleo,Fosforo,Acido,
Cebada,Voleo,Fosforo,Neutro,
Cebada,Voleo,Fosforo,Basico,
Cebada,Voleo,Fosforo,Muy basico,
Cebada,Voleo,Potasio,Muy acido,
Cebada,Voleo,Potasio,Acido,
Cebada,Voleo,Potasio,Neutro,
Cebada,Voleo,Potasio,Basico,
Cebada,Voleo,Potasio,Muy basico,
Cebada,Voleo,Calcio,Muy acido,
Cebada,Voleo,Calcio,Acido,
Cebada,Voleo,Calcio,Neutro,
Cebada,Voleo,Calcio,Basico,
Cebada,Voleo,Calcio,Muy basico,
Cebada,Voleo,Magnesio,Muy acido,
Cebada,Voleo,Magnesio,Acido,
Cebada,Voleo,Magnesio,Neutro,
Cebada,Voleo,Magnesio,Basico,
Cebada,Voleo,Magnesio,Muy basico,
Cebada,Voleo,Azufre,Muy acido,
Cebada,Voleo,Azufre,Acido,
Cebada,Voleo,Azufre,Neutro,
Cebada,Voleo,Azufre,Basico,
Cebada,Voleo,Azufre,Muy basico,
Chia,Enterrado,Nitrogeno,Muy acido,
Chia,Enterrado,Nitrogeno,Acido,
Chia,Enterrado,Nitrogeno,Neutro,
Chia,Enterrado,Nitrogeno,Basico,
Chia,Enterrado,Nitrogeno,Muy basico,
Chia,Enterrado,Fosforo,Muy acido,
Chia,Enterrado,Fosforo,Acido,
Chia,Enterrado,Fosforo,Neutro,
Chia,Enterrado,Fosforo,Basico,
Chia,Enterrado,Fosforo,Muy basico,
Chia,Enterrado,Potasio,Muy acido,
Chia,Enterrado,Potasio,Acido,
Chia,Enterrado,Potasio,Neutro,
Chia,Enterrado,Potasio,Basico,
Chia,Enterrado,Potasio,Muy basico,
Chia,Enterrado,Calcio,Muy acido,
Chia,Enterrado,Calcio,Acido,
Chia,Enterrado,Calcio,Neutro,
Chia,Enterrado,Calcio,Basico,
Chia,Enterrado,Calcio,Muy basico,
Chia,Enterrado,Magnesio,Muy acido,
Chia,Enterrado,Magnesio,Acido,
Chia,Enterrado,Magnesio,Neutro,
Chia,Enterrado,Magnesio,Basico,
Chia,Enterrado,Magnesio,Muy basico,
Chia,Enterrado,Azufre,Muy acido,
Chia,Enterrado,Azufre,Acido,
Chia,Enterrado,Azufre,Neutro,
Chia,Enterrado,Azufre,Basico,
Chia,Enterrado,Azufre,Muy basico,
Chia,Pateado,Nitrogeno,Muy acido,
Chia,Pateado,Nitrogeno,Acido,
Chia,Pateado,Nitrogeno,Neutro,
Chia,Pateado,Nitrogeno,Basico,
Chia,Pateado,Nitrogeno,Muy basico,
Chia,Pateado,Fosforo,Muy acido,
Chia,Pateado,Fosforo,Acido,
Chia,Pateado,Fosforo,Neutro,
Chia,Pateado,Fosforo,Basico,
Chia,Pateado,Fosforo,Muy basico,
Chia,Pateado,Potasio,Muy acido,
Chia,Pateado,Potasio,Acido,
Chia,Pateado,Potasio,Neutro,
Chia,Pateado,Potasio,Basico,
Chia,Pateado,Potasio,Muy basico,
Chia,Pateado,Calcio,Muy acido,
Chia,Pateado,Calcio,Acido,
Chia,Pateado,Calcio,Neutro,
Chia,Pateado,Calcio,Basico,
Chia,Pateado,Calcio,Muy basico,
Chia,Pateado,Magnesio,Muy acido,
Chia,Pateado,Magnesio,Acido,
Chia,Pateado,Magnesio,Neutro,
Chia,Pateado,Magnesio,Basico,
Chia,Pateado,Magnesio,Muy basico,
Chia,Pateado,Azufre,Muy acido,
Chia,Pateado,Azufre,Acido,
Chia,Pateado,Azufre,Neutro,
Chia,Pateado,Azufre,Basico,
Chia,Pateado,Azufre,Muy basico,
Chia,Voleo,Nitrogeno,Muy acido,
Chia,Voleo,Nitrogeno,Acido,
Chia,Voleo,Nitrogeno,Neutro,
Chia,Voleo,Nitrogeno,Basico,
Chia,Voleo,Nitrogeno,Muy basico,
Chia,Voleo,Fosforo,Muy acido,
Chia,Voleo,Fosforo,Acido,
Chia,Voleo,Fosforo,Neutro,
Chia,Voleo,Fosforo,Basico,
Chia,Voleo,Fosforo,Muy basico,
Chia,Voleo,Potasio,Muy acido,
Chia,Voleo,Potasio,Acido,
Chia,Voleo,Potasio,Neutro,
Chia,Voleo,Potasio,Basico,
Chia,Voleo,Potasio,Muy basico,
Chia,Voleo,Calcio,Muy acido,
Chia,Voleo,Calcio,Acido,
Chia,Voleo,Calcio,Neutro,
Chia,Voleo,Calcio,Basico,
Chia,Voleo,Calcio,Muy basico,
Chia,Voleo,Magnesio,Muy acido,
Chia,Voleo,Magnesio,Acido,
Chia,Voleo,Magnesio,Neutro,
Chia,Voleo,Magnesio,Basico,
Chia,Voleo,Magnesio,Muy basico,
Chia,Voleo,Azufre,Muy acido,
Chia,Voleo,Azufre,Acido,
Chia,Voleo,Azufre,Neutro,
Chia,Voleo,Azufre,Basico,
Chia,Voleo,Azufre,Muy basico,
Amaranto,Enterrado,Nitrogeno,Muy acido,
Amaranto,Enterrado,Nitrogeno,Acido,
Amaranto,Enterrado,Nitrogeno,Neutro,
Amaranto,Enterrado,Nitrogeno,Basico,
Amaranto,Enterrado,Nitrogeno,Muy basico,
Amaranto,Enterrado,Fosforo,Muy acido,
Amaranto,Enterrado,Fosforo,Acido,
Amaranto,Enterrado,Fosforo,Neutro,
Amaranto,Enterrado,Fosforo,Basico,
Amaranto,Enterrado,Fosforo,Muy basico,
Amaranto,Enterrado,Potasio,Muy acido,
Amaranto,Enterrado,Potasio,Acido,
Amaranto,Enterrado,Potasio,Neutro,
Amaranto,Enterrado,Potasio,Basico,
Amaranto,Enterrado,Potasio,Muy basico,
Amaranto,Enterrado,Calcio,Muy acido,
Amaranto,Enterrado,Calcio,Acido,
Amaranto,Enterrado,Calcio,Neutro,
Amaranto,Enterrado,Calcio,Basico,
Amaranto,Enterrado,Calcio,Muy basico,
Amaranto,Enterrado,Magnesio,Muy acido,
Amaranto,Enterrado,Magnesio,Acido,
Amaranto,Enterrado,Magnesio,Neutro,
Amaranto,Enterrado,Magnesio,Basico,
Amaranto,Enterrado,Magnesio,Muy basico,
Amaranto,Enterrado,Azufre,Muy acido,
Amaranto,Enterrado,Azufre,Acido,
Amaranto,Enterrado,Azufre,Neutro,
Amaranto,Enterrado,Azufre,Basico,
Amaranto,Enterrado,Azufre,Muy basico,
Amaranto,Pateado,Nitrogeno,Muy acido,
Amaranto,Pateado,Nitrogeno,Acido,
Amaranto,Pateado,Nitrogeno,Neutro,
Amaranto,Pateado,Nitrogeno,Basico,
Amaranto,Pateado,Nitrogeno,Muy basico,
Amaranto,Pateado,Fosforo,Muy acido,
Amaranto,Pateado,Fosforo,Acido,
Amaranto,Pateado,Fosforo,Neutro,
Amaranto,Pateado,Fosforo,Basico,
Amaranto,Pateado,Fosforo,Muy basico,
Amaranto,Pateado,Potasio,Muy acido,
Amaranto,Pateado,Potasio,Acido,
Amaranto,Pateado,Potasio,Neutro,
Amaranto,Pateado,Potasio,Basico,
Amaranto,Pateado,Potasio,Muy basico,
Amaranto,Pateado,Calcio,Muy acido,
Amaranto,Pateado,Calcio,Acido,
Amaranto,Pateado,Calcio,Neutro,
Amaranto,Pateado,Calcio,Basico,
Amaranto,Pateado,Calcio,Muy basico,
Amaranto,Pateado,Magnesio,Muy acido,
Amaranto,Pateado,Magnesio,Acido,
Amaranto,Pateado,Magnesio,Neutro,
Amaranto,Pateado,Magnesio,Basico,
Amaranto,Pateado,Magnesio,Muy basico,
Amaranto,Pateado,Azufre,Muy acido,
Amaranto,Pateado,Azufre,Acido,
Amaranto,Pateado,Azufre,Neutro,
Amaranto,Pateado,Azufre,Basico,
Amaranto,Pateado,Azufre,Muy basico,
Amaranto,Voleo,Nitrogeno,Muy acido,
Amaranto,Voleo,Nitrogeno,Acido,
Amaranto,Voleo,Nitrogeno,Neutro,
Amaranto,Voleo,Nitrogeno,Basico,
Amaranto,Voleo,Nitrogeno,Muy basico,
Amaranto,Voleo,Fosforo,Muy acido,
Amaranto,Voleo,Fosforo,Acido,
Amaranto,Voleo,Fosforo,Neutro,
Amaranto,Voleo,Fosforo,Basico,
Amaranto,Voleo,Fosforo,Muy basico,
Amaranto,Voleo,Potasio,Muy acido,
Amaranto,Voleo,Potasio,Acido,
Amaranto,Voleo,Potasio,Neutro,
Amaranto,Voleo,Potasio,Basico,
Amaranto,Voleo,Potasio,Muy basico,
Amaranto,Voleo,Calcio,Muy acido,
Amaranto,Voleo,Calcio,Acido,
Amaranto,Voleo,Calcio,Neutro,
Amaranto,Voleo,Calcio,Basico,
Amaranto,Voleo,Calcio,Muy basico,
Amaranto,Voleo,Magnesio,Muy acido,
Amaranto,Voleo,Magnesio,Acido,
Amaranto,Voleo,Magnesio,Neutro,
Amaranto,Voleo,Magnesio,Basico,
Amaranto,Voleo,Magnesio,Muy basico,
Amaranto,Voleo,Azufre,Muy acido,
Amaranto,Voleo,Azufre,Acido,
Amaranto,Voleo,Azufre,Neutro,
Amaranto,Voleo,Azufre,Basico,
Amaranto,Voleo,Azufre,Muy basico,
